路線番号,系統速度,"link(0,1)","link(1,2)","link(2,3)",ties_count,tie_rank,x0opt,x1opt,x2opt,x3opt,dopt(s/veh),FTT(s/veh),TTT(s/veh),d0_stop(s/veh),d1_stop(s/veh),d2_stop(s/veh),d3_stop(s/veh),d_stop_total(s/veh),Nveh_total_eval
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,1,0.0,42.0,24.0,90.0,30.0,114.0,144.0,20.0,0.0,22.0,8.0,50.0,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,2,0.0,42.0,24.0,91.2,30.0,114.0,144.0,20.0,0.0,21.000000000000004,8.880000000000006,49.88000000000001,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,3,0.0,42.0,24.0,92.39999999999999,30.0,114.0,144.0,20.0,0.0,20.00000000000002,9.759999999999984,49.760000000000005,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,4,0.0,42.0,24.0,93.6,30.000000000000043,114.0,144.00000000000006,20.0,0.0,18.99999999999999,10.640000000000011,49.64,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,5,0.0,42.0,24.0,94.8,30.0,114.0,144.0,20.0,0.0,18.0,11.519999999999998,49.51999999999999,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,6,0.0,42.0,24.0,96.0,30.0,114.0,144.0,20.0,0.0,17.0,12.4,49.4,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,7,0.0,42.0,24.0,97.2,29.99999999999997,114.0,143.99999999999997,20.0,0.0,16.0,13.280000000000008,49.28000000000001,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,8,0.0,42.0,24.0,98.39999999999999,30.0,114.0,144.0,20.0,0.0,15.00000000000002,14.159999999999984,49.160000000000004,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,9,0.0,42.0,24.0,99.6,30.000000000000043,114.0,144.00000000000006,20.0,0.0,13.999999999999988,15.040000000000012,49.040000000000006,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,10,0.0,42.0,24.0,100.8,30.0,114.0,144.0,20.0,0.0,13.0,15.919999999999995,48.919999999999995,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,11,0.0,42.0,24.0,102.0,30.0,114.0,144.0,20.0,0.0,12.0,16.8,48.8,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,12,0.0,42.0,25.2,91.2,29.999999999999886,114.0,143.9999999999999,20.00400000000001,0.8000000000000076,21.4,7.599999999999995,49.80400000000001,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,13,0.0,42.0,25.2,92.39999999999999,29.99999999999983,114.0,143.99999999999983,20.00400000000001,0.8000000000000076,20.400000000000016,8.475999999999974,49.68000000000001,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,14,0.0,42.0,25.2,93.6,30.0,114.0,144.0,20.004000000000023,0.8000000000000151,19.399999999999988,9.352000000000004,49.55600000000003,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,15,0.0,42.0,25.2,94.8,29.999999999999872,114.0,143.9999999999999,20.00399999999998,0.7999999999999924,18.39999999999999,10.227999999999987,49.43199999999995,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,16,0.0,42.0,25.2,96.0,29.999999999999886,114.0,143.9999999999999,20.00400000000001,0.8000000000000076,17.399999999999995,11.103999999999989,49.308,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,17,0.0,42.0,25.2,97.2,29.99999999999997,114.0,143.99999999999997,20.00400000000001,0.8000000000000076,16.399999999999995,11.979999999999995,49.184000000000005,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,18,0.0,42.0,25.2,98.39999999999999,29.999999999999872,114.0,143.9999999999999,20.00400000000001,0.8000000000000076,15.400000000000015,12.855999999999977,49.06000000000001,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,19,0.0,42.0,25.2,99.6,29.99999999999993,114.0,143.99999999999994,20.00400000000001,0.8000000000000076,14.399999999999979,13.732000000000001,48.936,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,20,0.0,42.0,25.2,100.8,29.999999999999844,114.0,143.99999999999983,20.00399999999998,0.7999999999999924,13.399999999999995,14.607999999999988,48.81199999999996,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,21,0.0,42.0,25.2,102.0,29.999999999999844,114.0,143.99999999999983,20.00400000000001,0.8000000000000076,12.399999999999995,15.48399999999999,48.688,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,22,0.0,42.0,25.2,103.2,29.99999999999993,114.0,143.99999999999994,20.00400000000001,0.8000000000000076,11.399999999999995,16.359999999999992,48.564,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,23,0.0,42.0,26.4,92.39999999999999,29.999999999999957,114.0,143.99999999999994,20.015999999999995,1.5999999999999885,20.80000000000001,7.200000000000004,49.61599999999999,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,24,0.0,42.0,26.4,93.6,30.0,114.0,144.0,20.015999999999995,1.5999999999999885,19.799999999999986,8.072000000000031,49.488,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,25,0.0,42.0,26.4,94.8,30.000000000000043,114.0,144.00000000000006,20.015999999999966,1.5999999999999732,18.79999999999999,8.944000000000011,49.35999999999994,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,26,0.0,42.0,26.4,96.0,30.0,114.0,144.0,20.015999999999995,1.5999999999999885,17.799999999999994,9.816000000000015,49.23199999999999,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,27,0.0,42.0,26.4,97.2,29.999999999999872,114.0,143.9999999999999,20.016000000000023,1.6000000000000039,16.799999999999994,10.688000000000024,49.10400000000005,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,28,0.0,42.0,26.4,98.39999999999999,29.999999999999957,114.0,143.99999999999994,20.015999999999995,1.5999999999999885,15.80000000000001,11.56,48.97599999999999,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,29,0.0,42.0,26.4,99.6,29.999999999999957,114.0,143.99999999999994,20.015999999999995,1.5999999999999885,14.799999999999978,12.432000000000032,48.847999999999985,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,30,0.0,42.0,26.4,100.8,30.000000000000043,114.0,144.00000000000006,20.015999999999966,1.5999999999999732,13.799999999999992,13.304000000000014,48.71999999999995,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,31,0.0,42.0,26.4,102.0,29.999999999999957,114.0,143.99999999999994,20.015999999999995,1.5999999999999885,12.799999999999992,14.176000000000016,48.591999999999985,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,32,0.0,42.0,26.4,103.2,29.999999999999915,114.0,143.99999999999991,20.016000000000023,1.6000000000000039,11.799999999999992,15.048000000000021,48.46400000000004,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,33,0.0,42.0,26.4,104.39999999999999,30.0,114.0,144.0,20.015999999999995,1.5999999999999848,10.800000000000006,15.920000000000005,48.335999999999984,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,34,0.0,42.0,27.599999999999998,93.6,30.000000000000085,114.0,144.00000000000009,20.03600000000001,2.4000000000000123,20.200000000000003,6.799999999999994,49.43600000000002,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,35,0.0,42.0,27.599999999999998,94.8,29.999999999999915,114.0,143.99999999999991,20.035999999999976,2.399999999999997,19.20000000000001,7.667999999999976,49.30399999999996,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,36,0.0,42.0,27.599999999999998,96.0,30.000000000000043,114.0,144.00000000000006,20.03600000000001,2.4000000000000123,18.200000000000014,8.535999999999984,49.17200000000002,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,37,0.0,42.0,27.599999999999998,97.2,30.000000000000043,114.0,144.00000000000006,20.036000000000037,2.400000000000027,17.20000000000001,9.403999999999986,49.04000000000006,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,38,0.0,42.0,27.599999999999998,98.39999999999999,30.00000000000003,114.0,144.00000000000003,20.03600000000001,2.4000000000000123,16.20000000000003,10.271999999999966,48.908000000000015,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,39,0.0,42.0,27.599999999999998,99.6,30.000000000000085,114.0,144.00000000000009,20.03600000000001,2.4000000000000123,15.199999999999996,11.139999999999993,48.77600000000001,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,40,0.0,42.0,27.599999999999998,100.8,29.999999999999915,114.0,143.99999999999991,20.035999999999976,2.399999999999997,14.20000000000001,12.00799999999998,48.64399999999996,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,41,0.0,42.0,27.599999999999998,102.0,30.000000000000043,114.0,144.00000000000006,20.03600000000001,2.4000000000000123,13.20000000000001,12.875999999999987,48.51200000000002,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,42,0.0,42.0,27.599999999999998,103.2,30.000000000000043,114.0,144.00000000000006,20.036000000000037,2.400000000000027,12.200000000000014,13.743999999999987,48.38000000000007,180.0
332,50.0,583.3333333333334,416.6666666666667,583.3333333333334,4851,43,0.0,42.0,27.599999999999998,104.39999999999999,30.0,114.0,144.0,20.03600000000001,2.4000000000000123,11.20000000000003,14.611999999999972,48.24800000000002,180.0
